FID,id,vejkode,vejnavn,park_id,bydel,stativ_type,stativ_placering,stativ_udformning,cykler_retning,antal_pladser,stativ_tilstand,stativ_ejer,stativ_foto,bemaerkning,reg_metode,reg_dato,rettet_dato,budget,projekt,faerdigmelding,projektbeskrivelse,stativ_fjernet,ogc_fid,wkb_geometry
cykelstativ.2106,1593,3272,Ingerslevsgade,0,Vesterbro-Kongens Enghave,NO,På plads,Enkeltsidet,Vinkelret,16,Ikke registreret,Offentligt,,,Indmålt med GPS,2001-08-25T00:00:00,2018-08-09T11:04:28.195,,,,,2,2106,POINT (12.55855746487607 55.66501489132952)
cykelstativ.2107,1594,3272,Ingerslevsgade,0,Vesterbro-Kongens Enghave,NO,På plads,Enkeltsidet,Vinkelret,24,Ikke registreret,Offentligt,,,Indmålt med GPS,2001-08-25T00:00:00,2018-08-09T11:04:28.195,,,,,0,2107,POINT (12.559053025695736 55.665289612983564)
cykelstativ.2108,4267,3272,Ingerslevsgade,0,Vesterbro-Kongens Enghave,NO,På plads,Enkeltsidet,Skråt 45 grader,6,Ikke registreret,Offentligt,,,Indmålt med GPS,,2024-06-27T14:26:44.187,,,,,2,2108,POINT (12.559039176961136 55.665205731211884)
cykelstativ.2109,4269,3272,Ingerslevsgade,0,Vesterbro-Kongens Enghave,NO,På plads,Enkeltsidet,Vinkelret,6,Ikke registreret,Offentligt,,,Indmålt med GPS,,2024-06-27T14:26:44.187,,,,,2,2109,POINT (12.559208978750588 55.665046187409445)
cykelstativ.2110,3354,3292,Irmingersgade,0,Østerbro,Model 32,På facade,Enkeltsidet,Vinkelret,12,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,2110,POINT (12.572165850080568 55.696455322574806)
cykelstativ.2111,7121,3292,Irmingersgade,,Østerbro,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,8,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-02-13T12:08:50.971,2018-08-09T11:04:28.195,2013,fase2,,Bedre Cykelparkering,2,2111,POINT (12.571888604155102 55.69640111187292)
cykelstativ.2112,7729,3292,Irmingersgade,,Østerbro,Noli,På fortovsudvidelse,Enkeltsidet,Vinkelret,8,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2018-07-05T14:38:04.349,2018-08-09T11:04:28.195,,Pulje,,,2,2112,POINT (12.572619714508821 55.695926919659094)
cykelstativ.2113,7570,3296,Isafjordsgade,,Amager Vest,Noli,På fortovsudvidelse,Enkeltsidet,Vinkelret,8,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-10-13T14:02:36.158,2018-08-09T11:04:28.195,2013,fase 3,,,2,2113,POINT (12.578449379923947 55.665582029287286)
cykelstativ.2114,8205,3296,Isafjordsgade,,Amager Vest,Noli,På facade,Enkeltsidet,Skråt 30 grader,6,Ikke registreret,Privat,,,Digitaliseret manuelt,2022-10-19T08:47:52.535,2022-10-19T08:48:06.995,,,,,2,2114,POINT (12.578787732586191 55.665632192372215)
cykelstativ.2115,8206,3296,Isafjordsgade,,Amager Vest,Noli,På facade,Enkeltsidet,Skråt 30 grader,8,Ikke registreret,Privat,,,Digitaliseret manuelt,2022-10-19T08:47:52.535,2022-10-19T08:48:06.995,,,,,2,2115,POINT (12.578722166273836 55.665586283273065)
cykelstativ.2116,6194,3296,Isafjordsgade,,Amager Vest,Ikke registreret,På facade,Enkeltsidet,Ikke registreret,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-01-17T15:13:32.687,2018-08-09T11:04:28.195,,,,,2,2116,POINT (12.579236491212537 55.66617877087952)
cykelstativ.2117,6199,3296,Isafjordsgade,,Amager Vest,Ikke registreret,På facade,Enkeltsidet,Ikke registreret,11,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-01-17T15:13:32.687,2018-08-09T11:04:28.195,,,,,2,2117,POINT (12.578020265255631 55.66532058799714)
cykelstativ.2118,7782,3296,Isafjordsgade,,Amager Vest,Noli,På fortov,Enkeltsidet,Vinkelret,10,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2018-07-06T14:07:26.656,2018-08-09T11:04:28.195,,fase 3,,,2,2118,POINT (12.578703110699184 55.66581499466596)
cykelstativ.2119,2098,3300,Islands Brygge,0,Amager Vest,NO,På plads,Enkeltsidet,Vinkelret,8,Ikke registreret,Ikke registreret,,,Ikke registreret,2009-06-01T00:00:00,2018-08-09T11:04:28.195,,,,,0,2119,POINT (12.57553045563032 55.66599564543854)
cykelstativ.2120,2073,3300,Islands Brygge,0,Amager Vest,NO,På plads,Enkeltsidet,Vinkelret,8,Ikke registreret,Ikke registreret,,,Ikke registreret,2009-06-01T00:00:00,2018-08-09T11:04:28.195,,,,,0,2120,POINT (12.579411532431395 55.669031334140755)
cykelstativ.2121,2100,3300,Islands Brygge,0,Amager Vest,NO,På plads,Enkeltsidet,Vinkelret,8,Ikke registreret,Ikke registreret,,,Ikke registreret,2009-06-01T00:00:00,2018-08-09T11:04:28.195,2013,fase2,,,0,2121,POINT (12.575302718180312 55.66582431374537)
cykelstativ.2122,7318,3300,Islands Brygge,,Amager Vest,Noli,Andet,Enkeltsidet,Vinkelret,8,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-02-15T13:56:36.733,2018-08-09T11:04:28.195,2013,fase2,,,2,2122,POINT (12.576440922515168 55.666825539817275)
cykelstativ.2123,2102,3300,Islands Brygge,0,Amager Vest,NO,På plads,Enkeltsidet,Vinkelret,8,Ikke registreret,Offentligt,,,Ikke registreret,2009-06-01T00:00:00,2018-08-09T11:04:28.195,,,,,0,2123,POINT (12.574545628869513 55.66526033913541)
cykelstativ.2124,7321,3300,Islands Brygge,,Amager Vest,Noli,Andet,Enkeltsidet,Vinkelret,8,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-02-15T14:00:48.034,2018-08-09T11:04:28.195,2013,fase2,,,2,2124,POINT (12.576186374092496 55.66663945746004)
cykelstativ.2125,2101,3300,Islands Brygge,0,Amager Vest,NO,På plads,Enkeltsidet,Vinkelret,8,Ikke registreret,Ikke registreret,,,Ikke registreret,2009-06-01T00:00:00,2018-08-09T11:04:28.195,,,,,0,2125,POINT (12.5754761542924 55.66595489942487)
cykelstativ.2126,2097,3300,Islands Brygge,0,Amager Vest,NO,På plads,Enkeltsidet,Vinkelret,8,Ikke registreret,Ikke registreret,,,Ikke registreret,2009-06-01T00:00:00,2018-08-09T11:04:28.195,,,,,0,2126,POINT (12.575642943643235 55.66608655232135)
cykelstativ.2127,2096,3300,Islands Brygge,0,Amager Vest,NO,På plads,Enkeltsidet,Vinkelret,8,Ikke registreret,Ikke registreret,,,Ikke registreret,2009-06-01T00:00:00,2018-08-09T11:04:28.195,,,,,0,2127,POINT (12.57569713825946 55.66612540402473)
cykelstativ.2128,2094,3300,Islands Brygge,0,Amager Vest,NO,På plads,Enkeltsidet,Vinkelret,8,Ikke registreret,Ikke registreret,,,Ikke registreret,2009-06-01T00:00:00,2018-08-09T11:04:28.195,,,,,0,2128,POINT (12.576571202369914 55.666779341275735)
cykelstativ.2129,2099,3300,Islands Brygge,0,Amager Vest,NO,På plads,Enkeltsidet,Vinkelret,8,Ikke registreret,Ikke registreret,,,Ikke registreret,2009-06-01T00:00:00,2018-08-09T11:04:28.195,2013,fase2,,,0,2129,POINT (12.575249880930798 55.66577974742814)
cykelstativ.2130,2085,3300,Islands Brygge,0,Amager Vest,NO,På plads,Enkeltsidet,Vinkelret,8,Ikke registreret,Ikke registreret,,,Ikke registreret,2009-06-01T00:00:00,2018-08-09T11:04:28.195,,,,,2,2130,POINT (12.577527094098414 55.66752642867665)
cykelstativ.2131,2080,3300,Islands Brygge,0,Amager Vest,NO,På plads,Enkeltsidet,Vinkelret,8,Ikke registreret,Ikke registreret,,,Ikke registreret,2009-06-01T00:00:00,2018-08-09T11:04:28.195,,,,,0,2131,POINT (12.578481534439552 55.66823791678854)
cykelstativ.2132,2076,3300,Islands Brygge,0,Amager Vest,NO,På plads,Enkeltsidet,Vinkelret,8,Ikke registreret,Ikke registreret,,,Ikke registreret,2009-06-01T00:00:00,2018-08-09T11:04:28.195,,,,,0,2132,POINT (12.579278171960917 55.668858402668235)
cykelstativ.2133,2087,3300,Islands Brygge,0,Amager Vest,NO,På plads,Enkeltsidet,Vinkelret,8,Ikke registreret,Ikke registreret,,,Ikke registreret,2009-06-01T00:00:00,2018-08-09T11:04:28.195,,,,,0,2133,POINT (12.577331793877594 55.667359601399134)
cykelstativ.2134,2082,3300,Islands Brygge,0,Amager Vest,NO,På plads,Enkeltsidet,Vinkelret,8,Ikke registreret,Ikke registreret,,,Ikke registreret,2009-06-01T00:00:00,2018-08-09T11:04:28.195,,,,,0,2134,POINT (12.577941695834983 55.667813584659676)
cykelstativ.2135,2081,3300,Islands Brygge,0,Amager Vest,NO,På plads,Enkeltsidet,Vinkelret,8,Ikke registreret,Ikke registreret,,,Ikke registreret,2009-06-01T00:00:00,2018-08-09T11:04:28.195,,,,,0,2135,POINT (12.577987339374522 55.66785553963022)
cykelstativ.2136,7320,3300,Islands Brygge,,Amager Vest,Noli,Andet,Enkeltsidet,Vinkelret,8,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-02-15T14:00:48.034,2018-08-09T11:04:28.195,2013,fase2,,,2,2136,POINT (12.576241873753839 55.666673380768515)
cykelstativ.2137,7319,3300,Islands Brygge,,Amager Vest,Noli,Andet,Enkeltsidet,Vinkelret,8,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-02-15T14:00:48.034,2018-08-09T11:04:28.195,2013,fase2,,,2,2137,POINT (12.576304701558053 55.66671103942314)
cykelstativ.2138,7317,3300,Islands Brygge,,Amager Vest,Noli,Andet,Enkeltsidet,Vinkelret,8,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-02-15T13:56:36.733,2018-08-09T11:04:28.195,2013,fase2,,,2,2138,POINT (12.576625136739654 55.66696825849244)
cykelstativ.2139,7316,3300,Islands Brygge,,Amager Vest,Noli,Andet,Enkeltsidet,Vinkelret,8,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-02-15T13:56:36.733,2018-08-09T11:04:28.195,2013,fase2,,,2,2139,POINT (12.576688325073608 55.66700985558352)
cykelstativ.2140,8371,3300,Islands Brygge,,Amager Vest,Ladcykel,Ikke registreret,Enkeltsidet,Vinkelret,2,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2025-01-09T12:54:34.914,,,,,,2,2140,POINT (12.57685237077859 55.66700321345675)
cykelstativ.2141,8372,3300,Islands Brygge,,Amager Vest,Ladcykel,Ikke registreret,Enkeltsidet,Vinkelret,2,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2025-01-09T12:54:34.914,,,,,,2,2141,POINT (12.576836252266883 55.66698917038982)
cykelstativ.2142,7277,3300,Islands Brygge,,Amager Vest,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,16,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-02-13T12:08:50.971,2025-01-09T12:56:49.96,2013,fase2,,Bedre Cykelparkering,2,2142,POINT (12.57674105054194 55.66691518850175)
cykelstativ.2143,7428,3300,Islands Brygge,,Amager Vest,Ladcykel,Ikke registreret,Ikke registreret,Ikke registreret,2,Ikke registreret,Offentligt,,Bedre fastlåsning,Digitaliseret manuelt,2017-05-03T12:29:01.349,2018-08-09T11:04:28.195,13,fase2,,,2,2143,POINT (12.574905898432602 55.665573773182)
cykelstativ.2144,7429,3300,Islands Brygge,,Amager Vest,Ladcykel,Ikke registreret,Ikke registreret,Ikke registreret,2,Ikke registreret,Offentligt,,Bedre fastlåsning,Digitaliseret manuelt,2017-05-03T12:31:20.618,2018-08-09T11:04:28.195,13,fase2,,,2,2144,POINT (12.57629589730384 55.66659921619804)
cykelstativ.2145,7430,3300,Islands Brygge,,Amager Vest,Ladcykel,Ikke registreret,Ikke registreret,Ikke registreret,2,Ikke registreret,Offentligt,,Bedre fastlåsning,Digitaliseret manuelt,2017-05-03T12:31:20.618,2018-08-09T11:04:28.195,13,fase2,,,2,2145,POINT (12.576330060346935 55.66661663038908)
cykelstativ.2146,7431,3300,Islands Brygge,,Amager Vest,Ladcykel,Ikke registreret,Ikke registreret,Ikke registreret,2,Ikke registreret,Offentligt,,Bedre fastlåsning,Digitaliseret manuelt,2017-05-03T12:33:05.37,2018-08-09T11:04:28.195,13,fase2,,,2,2146,POINT (12.57741137430422 55.66743565998468)
cykelstativ.2147,7432,3300,Islands Brygge,,Amager Vest,Ladcykel,Ikke registreret,Ikke registreret,Ikke registreret,2,Ikke registreret,Offentligt,,Bedre fastlåsning,Digitaliseret manuelt,2017-05-03T12:33:05.37,2018-08-09T11:04:28.195,13,fase2,,,2,2147,POINT (12.577436127898995 55.66745703060353)
cykelstativ.2148,7433,3300,Islands Brygge,,Amager Vest,Ladcykel,Ikke registreret,Ikke registreret,Ikke registreret,2,Ikke registreret,Offentligt,,Bedre fastlåsning,Digitaliseret manuelt,2017-05-03T12:34:47.731,2018-08-09T11:04:28.195,13,fase2,,,2,2148,POINT (12.579201737446812 55.66877710076395)
cykelstativ.2149,7434,3300,Islands Brygge,,Amager Vest,Ladcykel,Ikke registreret,Ikke registreret,Ikke registreret,2,Ikke registreret,Offentligt,,Bedre fastlåsning,Digitaliseret manuelt,2017-05-03T12:34:47.731,2018-08-09T11:04:28.195,13,fase2,,,2,2149,POINT (12.579219827445044 55.668796824505385)
cykelstativ.2150,7238,3300,Islands Brygge,,Amager Vest,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,8,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-02-13T12:08:50.971,2018-08-09T11:04:28.195,2013,fase2,,Bedre Cykelparkering,2,2150,POINT (12.57942274101505 55.66906343104727)
cykelstativ.2151,7427,3300,Islands Brygge,,Amager Vest,Ladcykel,Andet,Ikke registreret,Ikke registreret,2,Ikke registreret,Offentligt,,Bedre fastlåsning ,Ikke registreret,2017-05-03T12:29:01.349,2018-08-09T11:04:28.195,2013,fase2,,,2,2151,POINT (12.57493748177116 55.66559862726609)
cykelstativ.2152,8370,3300,Islands Brygge,,Amager Vest,Ladcykel,Ikke registreret,Enkeltsidet,Vinkelret,2,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2025-01-09T12:54:34.914,,,,,,2,2152,POINT (12.576929717675666 55.66706288034918)
cykelstativ.2153,6887,3300,Islands Brygge,,Indre By,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,12,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-02-10T16:40:10.074,2018-08-09T11:04:28.195,2013,fase1,,Bedre Cykelparkering,2,2153,POINT (12.579711804540969 55.66896826754187)
cykelstativ.2154,7347,3300,Islands Brygge,,Amager Vest,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,8,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-02-22T13:10:20.963,2018-08-09T11:04:28.195,,,,,2,2154,POINT (12.57803824411106 55.66789773634393)
cykelstativ.2155,7272,3300,Islands Brygge,,Amager Vest,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,8,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-02-13T12:08:50.971,2018-08-09T11:04:28.195,2013,fase2,,Bedre Cykelparkering,2,2155,POINT (12.578505084529159 55.66826308098187)
cykelstativ.2156,7273,3300,Islands Brygge,,Amager Vest,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,8,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-02-13T12:08:50.971,2018-08-09T11:04:28.195,2013,fase2,,Bedre Cykelparkering,2,2156,POINT (12.578308611778924 55.66812206523726)
cykelstativ.2157,7279,3300,Islands Brygge,,Amager Vest,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,8,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-02-13T12:08:50.971,2018-08-09T11:04:28.195,2013,fase2,,Bedre Cykelparkering,2,2157,POINT (12.57623535626724 55.66655644860684)
cykelstativ.2158,7274,3300,Islands Brygge,,Amager Vest,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,8,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-02-13T12:08:50.971,2018-08-09T11:04:28.195,2013,fase2,,Bedre Cykelparkering,2,2158,POINT (12.57784695148048 55.66777681584855)
cykelstativ.2159,7275,3300,Islands Brygge,,Amager Vest,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,8,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-02-13T12:08:50.971,2018-08-09T11:04:28.195,2013,fase2,,Bedre Cykelparkering,2,2159,POINT (12.577547001111181 55.6675365382278)
cykelstativ.2160,7276,3300,Islands Brygge,,Amager Vest,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,8,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-02-13T12:08:50.971,2018-08-09T11:04:28.195,2013,fase2,,Bedre Cykelparkering,2,2160,POINT (12.577349860321139 55.667388128910176)
cykelstativ.2161,7278,3300,Islands Brygge,,Amager Vest,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,8,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-02-13T12:08:50.971,2018-08-09T11:04:28.195,2013,fase2,,Bedre Cykelparkering,2,2161,POINT (12.576445701681292 55.66670595671926)
cykelstativ.2162,7280,3300,Islands Brygge,,Amager Vest,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,8,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-02-13T12:08:50.971,2018-08-09T11:04:28.195,2013,fase2,,Bedre Cykelparkering,2,2162,POINT (12.579355784226792 55.66893345878599)
cykelstativ.2163,7281,3300,Islands Brygge,,Amager Vest,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,16,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-02-13T12:08:50.971,2018-08-09T11:04:28.195,2013,fase2,,Bedre Cykelparkering,2,2163,POINT (12.578793232543738 55.668488877670086)
cykelstativ.2164,7282,3300,Islands Brygge,,Amager Vest,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,40,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-02-13T12:08:50.971,2018-08-09T11:04:28.195,2013,fase2,,Bedre Cykelparkering,2,2164,POINT (12.574765702909273 55.66545347339612)
cykelstativ.2165,5263,3300,Islands Brygge,0,Amager Vest,Noli,På gadeareal,Enkeltsidet,Vinkelret,10,Ikke registreret,Ikke registreret,,,Ikke registreret,2013-03-05T12:57:30,2018-08-09T11:04:28.195,,,,,0,2165,POINT (12.566767348949499 55.65754655823618)
cykelstativ.2166,5264,3300,Islands Brygge,0,Amager Vest,Noli,På gadeareal,Enkeltsidet,Vinkelret,10,Ikke registreret,Ikke registreret,,,Ikke registreret,2013-03-05T12:57:30,2018-08-09T11:04:28.195,,,,,0,2166,POINT (12.56661746199436 55.6573586647926)
cykelstativ.2167,6204,3300,Islands Brygge,0,Amager Vest,NO,På plads,Enkeltsidet,Vinkelret,8,Ikke registreret,Ikke registreret,,,Ikke registreret,2009-06-01T00:00:00,2018-08-09T11:04:28.195,,,,,0,2167,POINT (12.577479684944167 55.66748062033781)
cykelstativ.2168,6205,3300,Islands Brygge,0,Amager Vest,NO,På plads,Enkeltsidet,Vinkelret,8,Ikke registreret,Ikke registreret,,,Ikke registreret,2009-06-01T00:00:00,2018-08-09T11:04:28.195,,,,,0,2168,POINT (12.578736070606746 55.66842485502004)
cykelstativ.2169,6206,3300,Islands Brygge,0,Amager Vest,NO,På plads,Enkeltsidet,Vinkelret,8,Ikke registreret,Ikke registreret,,,Ikke registreret,2009-06-01T00:00:00,2018-08-09T11:04:28.195,,,,,0,2169,POINT (12.578683010064275 55.668376500049696)
cykelstativ.2170,6207,3300,Islands Brygge,0,Amager Vest,NO,På plads,Enkeltsidet,Vinkelret,8,Ikke registreret,Ikke registreret,,,Ikke registreret,2009-06-01T00:00:00,2018-08-09T11:04:28.195,,,,,0,2170,POINT (12.578434542568953 55.66819511635468)
cykelstativ.2171,2074,3300,Islands Brygge,0,Amager Vest,NO,På plads,Enkeltsidet,Vinkelret,8,Ikke registreret,Ikke registreret,,,Ikke registreret,2009-06-01T00:00:00,2018-08-09T11:04:28.195,,,,,0,2171,POINT (12.579374976945058 55.66898055803047)
cykelstativ.2172,6210,3300,Islands Brygge,0,Amager Vest,NO,På plads,Enkeltsidet,Vinkelret,8,Ikke registreret,Ikke registreret,,,Ikke registreret,2009-06-01T00:00:00,2018-08-09T11:04:28.195,,,,,0,2172,
cykelstativ.2173,6202,3300,Islands Brygge,0,Amager Vest,NO,På plads,Enkeltsidet,Vinkelret,8,Ikke registreret,Ikke registreret,,,Ikke registreret,2009-06-01T00:00:00,2018-08-09T11:04:28.195,,,,,2,2173,POINT (12.577738451493296 55.66766516666629)
cykelstativ.2174,6203,3300,Islands Brygge,0,Amager Vest,NO,På plads,Enkeltsidet,Vinkelret,8,Ikke registreret,Ikke registreret,,,Ikke registreret,2009-06-01T00:00:00,2018-08-09T11:04:28.195,,,,,0,2174,
cykelstativ.2175,2084,3300,Islands Brygge,0,Amager Vest,NO,På plads,Enkeltsidet,Vinkelret,8,Ikke registreret,Ikke registreret,,,Ikke registreret,2009-06-01T00:00:00,2018-08-09T11:04:28.195,,,,,0,2175,POINT (12.577807356755 55.66772269322697)
cykelstativ.2176,2655,3300,Islands Brygge,0,Amager Vest,NO,På plads,Enkeltsidet,Vinkelret,8,Ikke registreret,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,0,2176,POINT (12.573168433781438 55.66418626371881)
cykelstativ.2177,2654,3300,Islands Brygge,0,Amager Vest,NO,På plads,Enkeltsidet,Vinkelret,8,Ikke registreret,Offentligt,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,0,2177,POINT (12.574305050324242 55.66505913329021)
