FID,id,vejkode,vejnavn,park_id,bydel,stativ_type,stativ_placering,stativ_udformning,cykler_retning,antal_pladser,stativ_tilstand,stativ_ejer,stativ_foto,bemaerkning,reg_metode,reg_dato,rettet_dato,budget,projekt,faerdigmelding,projektbeskrivelse,stativ_fjernet,ogc_fid,wkb_geometry
cykelstativ.3556,1381,5192,Nørrebrogade,0,Nørrebro,Smedemodel,På plads,Enkeltsidet,Skråt 45 grader,7,Ikke registreret,Offentligt,,,Indmålt med GPS,2001-07-10T00:00:00,2018-08-09T11:04:28.195,,,,,0,3556,POINT (12.549243152174421 55.69432603266482)
cykelstativ.3557,3031,5192,Nørrebrogade,0,Nørrebro,Andet,På facade,Enkeltsidet,Vinkelret,6,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,3557,POINT (12.54594605465697 55.696420199466196)
cykelstativ.3558,3030,5192,Nørrebrogade,0,Nørrebro,Andet,På facade,Enkeltsidet,Vinkelret,12,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,3558,POINT (12.54599920873655 55.69644519235561)
cykelstativ.3559,5296,5192,Nørrebrogade,0,Nørrebro,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,10,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2013-07-16T11:29:11,2018-08-09T11:04:28.195,,,,,0,3559,POINT (12.554161014649635 55.691053623315184)
cykelstativ.3560,5297,5192,Nørrebrogade,0,Nørrebro,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,10,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2013-07-16T11:29:11,2018-08-09T11:04:28.195,,,,,0,3560,POINT (12.55423336517898 55.69108701085514)
cykelstativ.3561,3351,5192,Nørrebrogade,0,Nørrebro,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,3561,POINT (12.543521490872175 55.697979677061696)
cykelstativ.3562,1182,5192,Nørrebrogade,0,Nørrebro,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,10,Ikke registreret,Offentligt,,,Indmålt med GPS,2001-08-03T00:00:00,2018-08-09T11:04:28.195,,,,,0,3562,POINT (12.546639892486818 55.69561739043795)
cykelstativ.3563,1249,5192,Nørrebrogade,0,Nørrebro,NO,På plads,Enkeltsidet,Vinkelret,10,Ikke registreret,Offentligt,,,Indmålt med GPS,2001-08-01T00:00:00,2018-08-09T11:04:28.195,,,,,0,3563,POINT (12.541695035589305 55.69891562141811)
cykelstativ.3564,1227,5192,Nørrebrogade,0,Nørrebro,Andet,På plads,Enkeltsidet,Vinkelret,10,Ikke registreret,Offentligt,,,Ikke registreret,2009-06-01T00:00:00,2018-08-09T11:04:28.195,,,,,0,3564,POINT (12.538477662974925 55.70097384622886)
cykelstativ.3565,1174,5192,Nørrebrogade,0,Nørrebro,NO,På plads,Enkeltsidet,Vinkelret,5,Ikke registreret,Offentligt,,,Ikke registreret,2009-06-01T00:00:00,2018-08-09T11:04:28.195,,,,,0,3565,POINT (12.548787372942602 55.694591206863464)
cykelstativ.3566,1175,5192,Nørrebrogade,0,Nørrebro,NO,På plads,Enkeltsidet,Skråt 45 grader,15,Ikke registreret,Offentligt,,,Indmålt med GPS,2001-08-02T00:00:00,2018-08-09T11:04:28.195,,,,,0,3566,POINT (12.548428808343314 55.69428465336736)
cykelstativ.3567,1176,5192,Nørrebrogade,0,Nørrebro,NO,På plads,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Offentligt,,,Indmålt med GPS,2001-08-02T00:00:00,2018-08-09T11:04:28.195,,,,,0,3567,POINT (12.548417542553107 55.694358395572785)
cykelstativ.3568,3352,5192,Nørrebrogade,0,Nørrebro,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,3568,POINT (12.543418664508671 55.69805580298842)
cykelstativ.3569,8310,5192,Nørrebrogade,,Nørrebro,Ladcykel,På fortov,Enkeltsidet,Vinkelret,2,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2025-01-09T08:03:39.234,2025-01-09T08:15:09.936,,,,,2,3569,POINT (12.549834628619413 55.69377516150877)
cykelstativ.3570,8311,5192,Nørrebrogade,,Nørrebro,Ladcykel,På fortov,Enkeltsidet,Vinkelret,2,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2025-01-09T08:03:39.234,2025-01-09T08:07:57.878,,,,,2,3570,POINT (12.549814753445393 55.693788959845975)
cykelstativ.3571,1236,5192,Nørrebrogade,0,Nørrebro,NO,På fortov,Dobbeltsidet,Vinkelret,4,Ikke registreret,Offentligt,,,Ikke registreret,2009-06-01T00:00:00,2018-08-09T11:04:28.195,,,,,0,3571,POINT (12.540029076411699 55.700211933291435)
cykelstativ.3572,1243,5192,Nørrebrogade,0,Nørrebro,Model 32,På fortov,Enkeltsidet,Skråt 45 grader,24,Ikke registreret,Offentligt,,,Indmålt med GPS,2001-08-01T00:00:00,2018-08-09T11:04:28.195,,,,,0,3572,POINT (12.54019652943816 55.69992014614296)
cykelstativ.3573,1222,5192,Nørrebrogade,0,Nørrebro,NO,På fortov,Enkeltsidet,Vinkelret,24,Ikke registreret,Offentligt,,,Ikke registreret,2009-06-01T00:00:00,2018-08-09T11:04:28.195,,,,,0,3573,POINT (12.537932248357377 55.70128602389328)
cykelstativ.3574,1224,5192,Nørrebrogade,0,Nørrebro,NO,På fortov,Enkeltsidet,Skråt 45 grader,20,Ikke registreret,Offentligt,,,Indmålt med GPS,2001-08-01T00:00:00,2018-08-09T11:04:28.195,,,,,0,3574,POINT (12.53786213219668 55.70088094164923)
cykelstativ.3575,5287,5192,Nørrebrogade,0,Nørrebro,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2013-07-16T11:51:38,2018-08-09T11:04:28.195,,,,,2,3575,POINT (12.55106419254039 55.69296287637976)
cykelstativ.3576,5288,5192,Nørrebrogade,0,Nørrebro,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2013-07-16T11:51:38,2018-08-09T11:04:28.195,,,,,2,3576,POINT (12.551102816823366 55.69293804478078)
cykelstativ.3577,5289,5192,Nørrebrogade,0,Nørrebro,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2013-07-16T11:51:38,2018-08-09T11:04:28.195,,,,,2,3577,POINT (12.55060985157461 55.693264333845285)
cykelstativ.3578,5290,5192,Nørrebrogade,0,Nørrebro,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2013-07-16T11:51:38,2018-08-09T11:04:28.195,,,,,2,3578,POINT (12.550650680282358 55.69323943857989)
cykelstativ.3579,3032,5192,Nørrebrogade,0,Nørrebro,NO,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Offentligt,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,3579,POINT (12.545894901609374 55.69650122458612)
cykelstativ.3580,3040,5192,Nørrebrogade,0,Nørrebro,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,3580,POINT (12.552821918012771 55.69179104276217)
cykelstativ.3581,3041,5192,Nørrebrogade,0,Nørrebro,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,3581,POINT (12.552859765425547 55.691766953051804)
cykelstativ.3582,3042,5192,Nørrebrogade,0,Nørrebro,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,10,Ikke registreret,Offentligt,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,3582,POINT (12.553338807287906 55.69142893701559)
cykelstativ.3583,361,5200,Nørre Farimagsgade,0,Indre By,Model 32,På facade,Enkeltsidet,Skråt 45 grader,3,Ikke registreret,Privat,,,Indmålt med GPS,2001-08-06T00:00:00,2018-08-09T11:04:28.195,,,,,0,3583,POINT (12.565712548151774 55.68273303567309)
cykelstativ.3584,6329,5200,Nørre Farimagsgade,0,Indre By,Andet,På facade,Enkeltsidet,Skråt 45 grader,8,Ikke registreret,Privat,,,Indmålt med GPS,2001-08-06T00:00:00,2018-08-09T11:04:28.195,,,,,2,3584,POINT (12.566338821520544 55.68345706390711)
cykelstativ.3585,6328,5200,Nørre Farimagsgade,0,Indre By,Andet,På facade,Enkeltsidet,Skråt 45 grader,19,Ikke registreret,Privat,,,Indmålt med GPS,2001-08-06T00:00:00,2018-08-09T11:04:28.195,,,,,2,3585,POINT (12.566681228369749 55.683786348697716)
cykelstativ.3586,4753,5200,Nørre Farimagsgade,0,Indre By,Andet,På facade,Enkeltsidet,Skråt 45 grader,4,Ikke registreret,Privat,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,3586,POINT (12.565581814062213 55.682602931908825)
cykelstativ.3587,362,5200,Nørre Farimagsgade,0,Indre By,Andet,På facade,Enkeltsidet,Skråt 45 grader,3,Ikke registreret,Privat,,,Indmålt med GPS,2001-08-06T00:00:00,2018-08-09T11:04:28.195,,,,,0,3587,POINT (12.565619729820858 55.68263694151364)
cykelstativ.3588,357,5200,Nørre Farimagsgade,0,Indre By,Andet,På facade,Enkeltsidet,Skråt 45 grader,3,Ikke registreret,Privat,,,Indmålt med GPS,2001-08-06T00:00:00,2018-08-09T11:04:28.195,,,,,0,3588,POINT (12.566842077345422 55.68393388497985)
cykelstativ.3589,356,5200,Nørre Farimagsgade,0,Indre By,Andet,På facade,Enkeltsidet,Skråt 45 grader,9,Ikke registreret,Privat,,,Indmålt med GPS,2001-08-06T00:00:00,2018-08-09T11:04:28.195,,,,,0,3589,POINT (12.566881864531355 55.68397196461834)
cykelstativ.3590,355,5200,Nørre Farimagsgade,0,Indre By,Andet,På facade,Enkeltsidet,Skråt 45 grader,4,Ikke registreret,Privat,,,Indmålt med GPS,2001-08-06T00:00:00,2018-08-09T11:04:28.195,,,,,0,3590,POINT (12.566923799491612 55.68400875359129)
cykelstativ.3591,358,5200,Nørre Farimagsgade,0,Indre By,Andet,På facade,Enkeltsidet,Skråt 45 grader,3,Ikke registreret,Privat,,,Indmålt med GPS,2001-08-06T00:00:00,2018-08-09T11:04:28.195,,,,,0,3591,POINT (12.56680436456264 55.68389326736562)
cykelstativ.3592,8605,5204,Nørregade,,Indre By,Noli,På gadeareal,Enkeltsidet,Vinkelret,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2025-02-25T10:16:57.89,2025-02-25T10:17:14.587,,,,,2,3592,POINT (12.57114348684603 55.68082754086358)
cykelstativ.3593,8604,5204,Nørregade,,Indre By,Noli,På gadeareal,Enkeltsidet,Vinkelret,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2025-02-25T10:16:57.89,2025-02-25T10:17:14.587,,,,,2,3593,POINT (12.571144261910431 55.68084962937378)
cykelstativ.3594,8603,5204,Nørregade,,Indre By,Noli,På gadeareal,Enkeltsidet,Vinkelret,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2025-02-25T10:16:57.89,2025-02-25T10:17:14.587,,,,,2,3594,POINT (12.571145062334127 55.68087244056737)
cykelstativ.3595,8608,5204,Nørregade,,Indre By,Noli,På gadeareal,Enkeltsidet,Vinkelret,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2025-02-25T10:16:57.89,2025-02-25T10:17:14.587,,,,,2,3595,POINT (12.571151498005658 55.680391400278985)
cykelstativ.3596,8607,5204,Nørregade,,Indre By,Noli,På gadeareal,Enkeltsidet,Vinkelret,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2025-02-25T10:16:57.89,2025-02-25T10:17:14.587,,,,,2,3596,POINT (12.571145946767599 55.68041349747792)
cykelstativ.3597,8606,5204,Nørregade,,Indre By,Noli,På gadeareal,Enkeltsidet,Vinkelret,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2025-02-25T10:16:57.89,2025-02-25T10:17:14.587,,,,,2,3597,POINT (12.57114268642443 55.68080472966985)
cykelstativ.3598,239,5204,Nørregade,0,Indre By,NO,På plads,Enkeltsidet,Vinkelret,8,Ikke registreret,Offentligt, ,,Ikke registreret,2001-07-27T00:00:00,2018-08-09T11:04:28.195,,,,,0,3598,POINT (12.572345682993454 55.67911870165516)
cykelstativ.3599,2212,5204,Nørregade,0,Indre By,NO,På facade,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Privat, ,,Ikke registreret,,2018-08-09T11:04:28.195,,,,,0,3599,POINT (12.570887584348172 55.68213873582711)
cykelstativ.3600,8616,5204,Nørregade,,Indre By,Noli,På gadeareal,Enkeltsidet,Vinkelret,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2025-02-25T10:16:57.89,2025-02-25T10:17:14.587,,,,,2,3600,POINT (12.571233013768447 55.68021465195182)
cykelstativ.3601,8615,5204,Nørregade,,Indre By,Noli,På gadeareal,Enkeltsidet,Vinkelret,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2025-02-25T10:16:57.89,2025-02-25T10:17:14.587,,,,,2,3601,POINT (12.571217541842241 55.68023533461745)
cykelstativ.3602,8614,5204,Nørregade,,Indre By,Noli,På gadeareal,Enkeltsidet,Vinkelret,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2025-02-25T10:16:57.89,2025-02-25T10:17:14.587,,,,,2,3602,POINT (12.57120222551417 55.68025580925829)
cykelstativ.3603,8613,5204,Nørregade,,Indre By,Noli,På gadeareal,Enkeltsidet,Vinkelret,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2025-02-25T10:16:57.89,2025-02-25T10:17:14.587,,,,,2,3603,POINT (12.571186846970257 55.68027636704497)
cykelstativ.3604,8612,5204,Nørregade,,Indre By,Ladcykel,På gadeareal,Enkeltsidet,Vinkelret,2,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2025-02-25T10:16:57.89,2025-02-25T10:17:14.587,,,,,2,3604,POINT (12.57113506832561 55.68032101877996)
cykelstativ.3605,8611,5204,Nørregade,,Indre By,Ladcykel,På gadeareal,Enkeltsidet,Vinkelret,2,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2025-02-25T10:16:57.89,2025-02-25T10:17:14.587,,,,,2,3605,POINT (12.571107077599796 55.68043180536216)
cykelstativ.3606,8610,5204,Nørregade,,Indre By,Noli,På gadeareal,Enkeltsidet,Vinkelret,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2025-02-25T10:16:57.89,2025-02-25T10:17:14.587,,,,,2,3606,POINT (12.571162757795909 55.680346579602215)
cykelstativ.3607,8609,5204,Nørregade,,Indre By,Noli,På gadeareal,Enkeltsidet,Vinkelret,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2025-02-25T10:16:57.89,2025-02-25T10:17:14.587,,,,,2,3607,POINT (12.571157172850233 55.680368811027755)
cykelstativ.3608,6336,5212,Nørre Søgade,0,Indre By,NO,På facade,Enkeltsidet,Ikke registreret,40,Ikke registreret,Privat,,,Digitaliseret manuelt,2017-01-24T15:50:49.872,2018-08-09T11:04:28.195,,,,,2,3608,POINT (12.564670430097085 55.68472838175338)
cykelstativ.3609,6335,5212,Nørre Søgade,0,Indre By,NO,På facade,Enkeltsidet,Ikke registreret,52,Ikke registreret,Privat,,,Digitaliseret manuelt,2017-01-24T15:50:49.873,2018-08-09T11:04:28.195,,,,,2,3609,POINT (12.56485306263699 55.68492128135175)
cykelstativ.3611,6264,5220,Nørre Voldgade,,Indre By,Andet,På plads,Dobbeltsidet,Skråt 45 grader,30,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-01-18T09:20:59.13,2018-08-09T11:04:28.195,,,,,2,3611,POINT (12.572834100935351 55.68377802266422)
cykelstativ.3612,6265,5220,Nørre Voldgade,,Indre By,Andet,På plads,Dobbeltsidet,Skråt 45 grader,24,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-01-18T09:20:59.13,2018-08-09T11:04:28.195,,,,,2,3612,POINT (12.572880077383555 55.68379908326536)
cykelstativ.3613,6257,5220,Nørre Voldgade,,Indre By,Andet,På plads,Dobbeltsidet,Skråt 45 grader,53,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-01-18T09:20:59.13,2018-08-09T11:04:28.195,,,,,2,3613,POINT (12.572448894418509 55.68351546554987)
cykelstativ.3614,6266,5220,Nørre Voldgade,,Indre By,Andet,På plads,Dobbeltsidet,Skråt 45 grader,33,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-01-18T09:20:59.13,2018-08-09T11:04:28.195,,,,,2,3614,POINT (12.572923450707183 55.68401684339105)
cykelstativ.3615,6267,5220,Nørre Voldgade,,Indre By,Andet,På plads,Dobbeltsidet,Skråt 45 grader,27,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-01-18T09:20:59.13,2018-08-09T11:04:28.195,,,,,2,3615,POINT (12.572977820698533 55.68400115542486)
cykelstativ.3616,6254,5220,Nørre Voldgade,,Indre By,Andet,På plads,Dobbeltsidet,Skråt 45 grader,33,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-01-18T09:20:59.13,2018-08-09T11:04:28.195,,,,,2,3616,POINT (12.572132989081732 55.683312281595754)
cykelstativ.3617,6253,5220,Nørre Voldgade,,Indre By,Andet,På plads,Dobbeltsidet,Skråt 45 grader,40,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-01-18T09:20:59.13,2018-08-09T11:04:28.195,,,,,2,3617,POINT (12.572080121065023 55.68328810293583)
cykelstativ.3618,6252,5220,Nørre Voldgade,,Indre By,Andet,På plads,Dobbeltsidet,Skråt 45 grader,43,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-01-18T09:20:59.13,2018-08-09T11:04:28.195,,,,,2,3618,POINT (12.572039815084077 55.68326480278288)
cykelstativ.3619,6262,5220,Nørre Voldgade,,Indre By,Andet,På plads,Dobbeltsidet,Skråt 45 grader,41,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-01-18T09:20:59.13,2018-08-09T11:04:28.195,,,,,2,3619,POINT (12.572741770552456 55.683731764231375)
cykelstativ.3620,6299,5220,Nørre Voldgade,,Indre By,Andet,På plads,Dobbeltsidet,Skråt 45 grader,12,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-01-24T14:00:11.408,2018-08-09T11:04:28.195,,,,,2,3620,POINT (12.573126553880304 55.68398638763189)
cykelstativ.3621,6301,5220,Nørre Voldgade,,Indre By,Andet,På plads,Dobbeltsidet,Skråt 45 grader,26,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-01-24T14:00:11.408,2018-08-09T11:04:28.195,,,,,2,3621,POINT (12.573152343219645 55.68402942409302)
cykelstativ.3622,6308,5220,Nørre Voldgade,,Indre By,Andet,På plads,Dobbeltsidet,Skråt 45 grader,4,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-01-24T14:00:11.408,2018-08-09T11:04:28.195,,,,,2,3622,POINT (12.573358939833716 55.6840829107142)
cykelstativ.3623,7218,5220,Nørre Voldgade,,Indre By,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,10,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-02-13T12:08:50.971,2018-08-09T11:04:28.195,2013,fase2,,Bedre Cykelparkering,2,3623,POINT (12.56738845012171 55.6803366516515)
cykelstativ.3625,6300,5220,Nørre Voldgade,,Indre By,Andet,På plads,Dobbeltsidet,Skråt 45 grader,12,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-01-24T14:00:30.893,2018-08-09T11:04:28.195,,,,,2,3625,POINT (12.573168318943933 55.683964960865225)
cykelstativ.3626,6302,5220,Nørre Voldgade,,Indre By,Andet,På plads,Dobbeltsidet,Skråt 45 grader,4,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-01-24T14:00:11.408,2018-08-09T11:04:28.195,,,,,2,3626,POINT (12.573222510140951 55.683992573752626)
cykelstativ.3627,6303,5220,Nørre Voldgade,,Indre By,Andet,På plads,Dobbeltsidet,Skråt 45 grader,4,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-01-24T14:00:11.408,2018-08-09T11:04:28.195,,,,,2,3627,POINT (12.573164002665663 55.68407006535396)
cykelstativ.3628,6304,5220,Nørre Voldgade,,Indre By,Andet,På plads,Dobbeltsidet,Skråt 45 grader,38,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-01-24T14:00:11.408,2018-08-09T11:04:28.195,,,,,2,3628,POINT (12.573261918391468 55.68403240643494)
cykelstativ.3629,6306,5220,Nørre Voldgade,,Indre By,Andet,På plads,Dobbeltsidet,Skråt 45 grader,12,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-01-24T14:00:11.408,2018-08-09T11:04:28.195,,,,,2,3629,POINT (12.57321534590248 55.684142671913705)
cykelstativ.3630,6305,5220,Nørre Voldgade,,Indre By,Andet,På plads,Dobbeltsidet,Skråt 45 grader,41,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-01-24T14:00:11.408,2018-08-09T11:04:28.195,,,,,2,3630,POINT (12.573247280232946 55.68407886642786)
cykelstativ.3631,6256,5220,Nørre Voldgade,,Indre By,Andet,På plads,Dobbeltsidet,Skråt 45 grader,52,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-01-18T09:20:59.13,2018-08-09T11:04:28.195,,,,,2,3631,POINT (12.572404156539497 55.68349187980552)
cykelstativ.3632,6255,5220,Nørre Voldgade,,Indre By,Andet,På plads,Dobbeltsidet,Skråt 45 grader,29,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-01-18T09:20:59.13,2018-08-09T11:04:28.195,,,,,2,3632,POINT (12.572177613321006 55.683334626290716)
cykelstativ.3633,6258,5220,Nørre Voldgade,,Indre By,Andet,På plads,Dobbeltsidet,Skråt 45 grader,40,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-01-18T09:20:59.13,2018-08-09T11:04:28.195,,,,,2,3633,POINT (12.572491941225277 55.68353661163752)
cykelstativ.3634,6259,5220,Nørre Voldgade,,Indre By,Andet,På plads,Dobbeltsidet,Skråt 45 grader,23,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-01-18T09:20:59.13,2018-08-09T11:04:28.195,,,,,2,3634,POINT (12.572536679208092 55.68356019734829)
cykelstativ.3635,6260,5220,Nørre Voldgade,,Indre By,Andet,På plads,Dobbeltsidet,Skråt 45 grader,23,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-01-18T09:20:59.13,2018-08-09T11:04:28.195,,,,,2,3635,POINT (12.572670502608696 55.68367493646219)
cykelstativ.3636,6261,5220,Nørre Voldgade,,Indre By,Andet,På plads,Dobbeltsidet,Skråt 45 grader,35,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-01-18T09:20:59.13,2018-08-09T11:04:28.195,,,,,2,3636,POINT (12.572711224782406 55.68370278729024)
cykelstativ.3637,6263,5220,Nørre Voldgade,,Indre By,Andet,På plads,Dobbeltsidet,Skråt 45 grader,37,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-01-18T09:20:59.13,2018-08-09T11:04:28.195,,,,,2,3637,POINT (12.572792442720573 55.68375600659729)
cykelstativ.3638,5775,5220,Nørre Voldgade,0,Indre By,Noli,På fortov,Enkeltsidet,Skråt 30 grader,5,Ikke registreret,Privat,,eDoc: 2014-0250753,Digitaliseret manuelt,2015-05-20T14:15:52.64,2018-08-09T11:04:28.195,,,,,0,3638,POINT (12.567075711877148 55.67946548423366)
cykelstativ.3639,5776,5220,Nørre Voldgade,0,Indre By,Noli,På fortov,Enkeltsidet,Skråt 30 grader,5,Ikke registreret,Privat,,eDoc: 2014-0250753,Digitaliseret manuelt,2015-05-20T14:16:01.422,2018-08-09T11:04:28.195,,,,,0,3639,POINT (12.566957609154908 55.67937380424719)
cykelstativ.3640,6251,5220,Nørre Voldgade,,Indre By,Andet,På plads,Dobbeltsidet,Skråt 45 grader,47,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-01-18T09:20:59.13,2018-08-09T11:04:28.195,,,,,2,3640,POINT (12.571998082353277 55.68324195899513)
cykelstativ.3641,6250,5220,Nørre Voldgade,,Indre By,Andet,På plads,Dobbeltsidet,Skråt 45 grader,43,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-01-18T09:20:59.13,2018-08-09T11:04:28.195,,,,,2,3641,POINT (12.571965378450413 55.68321345956339)
cykelstativ.3642,6249,5220,Nørre Voldgade,,Indre By,Andet,På plads,Dobbeltsidet,Skråt 45 grader,33,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-01-18T09:20:59.13,2018-08-09T11:04:28.195,,,,,2,3642,POINT (12.57193518840175 55.683180323902796)
cykelstativ.3643,6248,5220,Nørre Voldgade,,Indre By,Andet,På plads,Dobbeltsidet,Skråt 45 grader,27,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-01-18T09:20:59.13,2018-08-09T11:04:28.195,,,,,2,3643,POINT (12.571905300435121 55.68315049797858)
cykelstativ.3644,6247,5220,Nørre Voldgade,,Indre By,Andet,På plads,Dobbeltsidet,Skråt 45 grader,16,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-01-18T09:20:59.13,2018-08-09T11:04:28.195,,,,,2,3644,POINT (12.571874529226923 55.68311903850376)
cykelstativ.3645,6246,5220,Nørre Voldgade,,Indre By,Andet,På plads,Dobbeltsidet,Skråt 45 grader,52,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-01-18T09:20:59.13,2018-08-09T11:04:28.195,,,,,2,3645,POINT (12.571404190767074 55.68283626562393)
cykelstativ.3646,6245,5220,Nørre Voldgade,,Indre By,Andet,På plads,Dobbeltsidet,Skråt 45 grader,60,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-01-18T09:20:59.13,2018-08-09T11:04:28.195,,,,,2,3646,POINT (12.571356232602433 55.68285885739461)
cykelstativ.3647,6244,5220,Nørre Voldgade,,Indre By,Andet,På plads,Dobbeltsidet,Skråt 45 grader,58,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-01-18T09:20:59.13,2018-08-09T11:04:28.195,,,,,2,3647,POINT (12.571311675763587 55.68288135008662)
cykelstativ.3648,6243,5220,Nørre Voldgade,,Indre By,Andet,På plads,Dobbeltsidet,Skråt 45 grader,49,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-01-18T09:20:59.13,2018-08-09T11:04:28.195,,,,,2,3648,POINT (12.571260257662273 55.682903400310366)
cykelstativ.3649,6242,5220,Nørre Voldgade,,Indre By,Andet,På plads,Dobbeltsidet,Skråt 45 grader,45,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-01-18T09:20:59.13,2018-08-09T11:04:28.195,,,,,2,3649,POINT (12.57121148112484 55.682917024026665)
cykelstativ.3650,6241,5220,Nørre Voldgade,,Indre By,Andet,På plads,Dobbeltsidet,Skråt 45 grader,35,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-01-18T09:20:59.13,2018-08-09T11:04:28.195,,,,,2,3650,POINT (12.571150466572666 55.68293357321678)
